pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
2,machine-1-1,27442,27665,224,0.17998467757466383,67.32673267326733,,NORMAL,3,False,True,TP,,,,,"Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some channel values within the normal range, specifically Ch1 and Ch2, wh","Ch0 and Ch5 exceed the y=1.0 line, with Ch0 reaching approximately 1.2 and Ch5 reaching about 1.1, i","Given the high anomaly percentile and clear exceedance of normal range in Ch0 and Ch5, the evidence strongly supports an"
1,machine-1-2,5432,5599,168,0.1658699334754298,77.38095238095238,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate window shows values for all channels within the y=[0,1] range, indicating they are wit","No channels exceed the y=1.0 line, so there are no values above the confirmed normal range. Therefor","Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-2,5712,6103,392,0.17202706814610533,98.80952380952381,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the normal range, with most channels staying below the","Channels Ch0, Ch5, and Ch24 exceed the y=1.0 line, with Ch0 reaching approximately 1.2, indicating a","Given the high anomaly percentile and clear exceedance of the training maximum in multiple channels, the evidence strong"
1,machine-1-2,6160,6943,784,0.17148417374119163,97.38095238095238,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the y=[0,1] range, suggesting potential normal variati","Channels Ch6, Ch5, and Ch0 exceed the y=1.0 line, with Ch6 reaching approximately y=1.2, indicating ","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-2,7280,7503,224,0.16616800712654367,80.95238095238095,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no values above the confirmed normal range. Therefor","With a low prior and no channel exceedance above the normal range, the evidence strongly supports the normal hypothesis."
1,machine-1-2,7784,8007,224,0.16686960333026946,83.0952380952381,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Ch0 exceeds the y=1.0 line, reaching approximately y=1.2, indicating a level shift. This exceedance ","The anomaly percentile is elevated, and Ch0's exceedance above the training maximum provides moderate evidence of an ano"
1,machine-1-2,8288,8511,224,0.16660270473221317,82.38095238095238,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch0 and Ch3 exceed the y=1.0 line, with Ch0 reaching approximately 1.1 and Ch3 reaching around 1.2, ","With a moderate prior and both hypotheses having moderate strength, the evidence is roughly balanced, leading to a norma"
1,machine-1-2,11144,11423,280,0.16731184511445463,86.66666666666667,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values that are mostly within the y=[0,1] range, indicating norma","Ch1 exceeds the y=1.0 line, reaching approximately y=1.1, indicating a level shift. This exceedance ","With a moderate prior and visual evidence showing minor exceedance similar to training variation, the evidence is roughl"
1,machine-1-2,12432,13047,616,0.17101809913715857,96.42857142857143,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows values mostly within the y=[0,1] range, suggesting normal variation. The ","Ch0 and Ch1 exceed the y=1.0 line, with Ch0 reaching approximately 1.2 and Ch1 reaching about 1.1, i","Given the high prior strength and clear exceedance of normal operating range in Ch0 and Ch1, the evidence strongly suppo"
1,machine-1-2,13384,13495,112,0.1665913627715785,73.57142857142858,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch1 slightly exceeds the y=1.0 line, reaching approximately y=1.05, indicating a minor level shift. ","Given the low prior strength and modest anomaly percentile, the evidence for normal variation is stronger, with only min"
1,machine-1-2,14616,14727,112,0.16549175354884937,66.19047619047619,LOW,NORMAL,3,False,False,FP,strong,weak,"All candidate channel values are within the y=[0,1] range, indicating they are within the machine's ","No channels exceed the y=1.0 line, so there is no evidence of a level shift, divergence, amplitude s","With a low prior and no channel values exceeding the normal range, the evidence strongly supports the normal hypothesis."
1,machine-1-2,15456,15679,224,0.16820922965416685,87.38095238095238,MOD,NORMAL,1,False,True,TP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch0 exceeds the y=1.0 line slightly, reaching approximately y=1.1, indicating a minor level shift. T","With a moderate prior and visual evidence showing only slight exceedance, the normal variation argument is slightly stro"
1,machine-1-2,15792,16071,280,0.17475550479721277,99.28571428571429,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be a normal variation if the channel values remain within the y=[0,1] ran","Ch0 reaches approximately y=1.2, and Ch2 reaches approximately y=1.1, both exceeding the training ma","Given the high anomaly percentile and clear exceedance of training maxima in Ch0 and Ch2, the evidence strongly supports"
1,machine-1-2,16912,17079,168,0.1689682232293611,85.47619047619047,MOD,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no values above the training maximum. Therefore, the","With a moderate prior and all candidate values within the normal range, the visual evidence strongly supports normal ope"
1,machine-1-2,18480,19039,560,0.16923364220419898,93.33333333333333,HIGH,ANOMALY,3,True,True,TP,moderate,strong,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch0 and Ch1 show values exceeding the y=1.0 line, with Ch0 reaching approximately 1.2 and Ch1 slight","Given the high anomaly percentile and clear exceedance of normal range in Ch0 and Ch1, the evidence strongly supports an"
1,machine-1-2,19208,19431,224,0.1659341043094189,80.0,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating operation within ","No channels exceed the y=1.0 line, so there is no evidence of significant deviation from the trainin","With a low prior and no exceedance above the training maximum, the evidence strongly supports normal operation."
1,machine-1-2,20048,20439,392,0.1703887386496977,94.76190476190476,HIGH,ANOMALY,3,True,True,TP,moderate,strong,"The candidate window shows values for Ch0, Ch1, and Ch3 that remain below the y=1.0 line, indicating","Ch5 exceeds the y=1.0 line, reaching approximately 1.2, indicating a level shift. This exceedance is","Given the high prior strength and the clear exceedance of Ch5 above the training maximum, the evidence strongly supports"
1,machine-1-2,20608,20887,280,0.16757898810785363,87.61904761904762,MOD,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are below th","No channels exceed the y=1.0 line, so there is no evidence of level shift, divergence, amplitude spi","Despite the elevated score percentile, all visual evidence supports normal operation as the candidate's channel values r"
1,machine-1-2,21784,22399,616,0.17483399862169594,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows channel values mostly within the y=[0,1] range, suggesting normal operati","Channels Ch0, Ch1, and Ch2 exceed the y=1.0 line, with Ch0 reaching approximately y=1.2, indicating ","Given the high anomaly percentile and clear exceedance of training maximums in multiple channels, the evidence strongly "
1,machine-1-2,22680,22959,280,0.16705605705734355,85.0,MOD,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch0 slightly exceeds the y=1.0 line, reaching approximately 1.1, indicating a minor level shift. Thi","With a moderate prior and only a minor exceedance in Ch0, the evidence leans towards normal variation, supported by the "
2,machine-1-2,15191,15414,224,0.15457953328628501,77.85714285714286,,NORMAL,3,False,False,FP,,,,,"With a low prior and no visual evidence of exceedance beyond the training maximum, the candidate is consistent with norm"
2,machine-1-2,22981,23204,224,0.15955947260226822,50.476190476190474,,NORMAL,3,False,True,TP,,,,,"With a low prior and no exceedance of the normal range, the evidence strongly supports normal variation."
1,machine-1-5,10416,10807,392,0.17936553633106606,95.47619047619048,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch15, Ch13, and Ch14 show values exceeding the y=1.0 line, with Ch15 reaching approximately","Given the high prior and clear exceedance of normal range in multiple channels, the evidence strongly supports an anomal"
1,machine-1-5,11704,11927,224,0.17520335788140073,91.19047619047619,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows values mostly within the y=[0,1] range, similar to the training windows. ","Channels 15, 13, and 14 show values exceeding the y=1.0 line, with Ch15 reaching approximately 1.2, ","Given the high anomaly percentile and clear exceedance of normal range in multiple channels, the evidence strongly suppo"
1,machine-1-5,12600,12991,392,0.1986848475145442,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the y=[0,1] range, indicating potential normal variati","Channels 15, 13, and 14 show values exceeding the y=1.0 line, with Ch15 reaching approximately y=1.2","Given the high anomaly percentile and clear exceedance of the training maximum in multiple channels, the evidence strong"
1,machine-1-5,13608,13663,56,0.17035484686493874,76.42857142857142,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. Any ","Channels Ch13, Ch15, and Ch14 show spikes slightly above the y=1.0 line, indicating a potential ampl","Given the low prior strength and modest anomaly percentile, combined with the lack of significant deviation from the tra"
1,machine-1-5,13888,14279,392,0.1809547714157296,96.42857142857143,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some channel values within the normal range (y=[0,1]), suggesting potenti","Channels Ch13, Ch15, and Ch14 exceed the y=1.0 line, with Ch13 reaching approximately 1.2, indicatin","Given the high anomaly percentile and clear exceedance of training maxima in multiple channels, the evidence strongly su"
1,machine-1-5,14336,14951,616,0.18990587180649693,99.52380952380952,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the channel values remain within the y=[0,1] rang","Channels Ch15, Ch13, and Ch14 exceed the y=1.0 line, with Ch15 reaching approximately 1.3, indicatin","Given the high anomaly percentile and clear exceedance of normal range in multiple channels, the evidence strongly suppo"
1,machine-1-5,15344,15791,448,0.17239923815941438,90.23809523809524,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. The ","Channels Ch13, Ch15, and Ch14 exceed the y=1.0 line, with Ch13 reaching approximately 1.2, indicatin","The anomaly hypothesis is slightly stronger due to the exceedance in multiple channels, despite the moderate prior and s"
1,machine-1-5,16352,16519,168,0.17202440005106232,85.23809523809524,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values that are mostly within the y=[0,1] range, indicating norma","Channels Ch5, Ch15, and Ch13 show values slightly above the y=1.0 line, indicating a minor exceedanc","With a moderate prior and visual evidence showing only slight exceedance, the evidence is roughly balanced, leaning slig"
1,machine-1-5,19376,19431,56,0.17089309450238943,83.57142857142857,MOD,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. Any ","Channels Ch13, Ch5, and Ch15 show spikes slightly above the y=1.0 line, indicating a potential ampli","Given the moderate prior and the visual evidence showing only minor exceedances similar to training data, the candidate "
1,machine-1-5,19488,19599,112,0.16962528484873474,80.71428571428572,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values that are mostly within the y=[0,1] range, indicating norma","Channels Ch13, Ch15, and Ch14 show values slightly above the y=1.0 line, indicating a minor amplitud","Given the low prior strength and modest score, the evidence for normal variation is stronger, with only minor exceedance"
1,machine-1-5,20608,21559,952,0.17908218686523683,98.09523809523809,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. The ","Channels Ch13, Ch15, and Ch14 exceed the y=1.0 line, with Ch13 reaching approximately 1.2, indicatin","Given the high anomaly percentile and clear exceedance of the training maximum in multiple channels, the evidence strong"
1,machine-1-5,21952,22231,280,0.18003786052577198,94.28571428571428,HIGH,ANOMALY,2,True,True,TP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, suggesting normal variation. The ","Channels Ch13, Ch15, and Ch14 show values slightly above the y=1.0 line, indicating a minor amplitud","Given the high anomaly percentile and minor exceedance above the training max, the evidence leans towards anomaly despit"
