pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,12152,12767,616,0.7780901641727658,91.88118811881189,HIGH,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal if the variations observed are within the expected r,"Channels Ch0, Ch33, Ch20, and Ch34 all exceed the y=1.0 line, with Ch33 reaching approximately y=1.8","Given the high prior strength and clear exceedance of normal operating range in multiple channels, the evidence strongly"
1,machine-1-1,13552,14111,560,0.8177003790567543,97.42574257425743,HIGH,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal if the variations observed are within the expected r,"Channels Ch32 and Ch33 show values significantly above the orange line, reaching approximately y=20.","Given the high anomaly percentile and significant exceedance in Ch32 and Ch33, the evidence strongly supports an anomaly"
1,machine-1-1,14448,14671,224,0.7276506262850889,68.11881188118812,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows most channel values within the normal range (y=[0,1]), except for Ch33. T","Ch33 exceeds the normal range significantly, reaching approximately y=2.0, which is 2.0x the trainin","With a low prior and only one channel exceeding the normal range, the evidence is balanced, leaning slightly towards nor"
1,machine-1-1,14952,15903,952,0.7670345164416967,94.45544554455445,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the variations seen are within the expected range,"Channels Ch9, Ch20, and Ch35 show values above the orange y=1.0 line, with Ch9 reaching approximatel","Given the high prior strength and clear exceedance of normal operating range in multiple channels, the evidence strongly"
1,machine-1-1,16016,16575,560,0.8153940682328336,98.41584158415841,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed variations are within the expected r,"Channels Ch0, Ch33, and Ch9 exceed the y=1.0 line significantly. Ch0 reaches approximately y=2.5, Ch","Given the high anomaly percentile and clear exceedance of normal range in multiple channels, the evidence strongly suppo"
1,machine-1-1,16744,18703,1960,0.8070971375496437,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed values were within the range of norm,"Channels Ch0, Ch23, Ch13, and Ch12 show values above the orange y=1.0 line. Ch23, in particular, rea","Given the high anomaly percentile and significant exceedance of normal operating range in multiple channels, the evidenc"
1,machine-1-1,18984,19039,56,0.7181770283533042,53.663366336633665,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch29 exceeds the y=1.0 line, reaching approximately y=1.8, indicating a level shift. This exceedance","Given the low prior strength and modest anomaly percentile, the evidence is balanced, with no clear dominance of the ano"
1,machine-1-1,19544,21503,1960,0.7758439156175798,97.82178217821782,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed variations are within the expected r,"Channels Ch0, Ch13, and Ch32 exceed the y=1.0 line significantly, with Ch32 reaching approximately y","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-1,21672,21839,168,0.7304346989784823,65.54455445544555,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch33 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating a level shift no","With a low prior and modest anomaly score, the evidence is balanced; the exceedance in Ch33 is not clearly stronger than"
1,machine-1-1,22064,22623,560,0.7804944706235294,91.68316831683168,HIGH,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal if the observed variations are within the expected r,"Channels Ch0, Ch33, Ch20, and Ch19 all show values above the orange y=1.0 line. Ch33 reaches approxi","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,23576,24135,560,0.7981050560560539,94.65346534653465,HIGH,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal if the observed variations are within the expected r,"Ch20 reaches approximately y=1.2, Ch33 reaches y=1.7, and Ch21 reaches y=1.3, all exceeding the trai","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-1,24472,24751,280,0.7349200540189885,73.46534653465346,LOW,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal as most channel values remain within the y=[0,1] ran","Channels Ch8 and Ch13 show significant exceedance above the orange y=1.0 line, reaching approximatel","Despite the low prior strength, the clear and significant exceedance in Ch8 and Ch13, absent in training data, strongly "
1,machine-1-1,24864,25423,560,0.775036336996503,92.87128712871288,HIGH,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be normal if the observed variations are within the expected range. Chann,"Channel Ch33 shows a significant exceedance above the y=1.0 line, reaching approximately y=2.0, indi","Given the high prior strength and clear exceedance of Ch33 beyond the normal range, the evidence strongly supports an an"
1,machine-1-1,25480,25591,112,0.7147082136651388,66.13861386138615,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values for most channels within the y=[0,1] range, indicating normal oper","Ch33 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating an amplitude spi","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-1,25928,26151,224,0.7158257840922555,59.603960396039604,LOW,ANOMALY,3,True,True,TP,moderate,strong,"The candidate window shows most channel values within the normal range (y=[0,1]), except for Ch8. Th","Ch8 significantly exceeds the normal range, reaching approximately y=6.0, which is 6x the training m","Despite the low prior, the clear and significant exceedance in Ch8, absent in training data, strongly indicates an anoma"
1,machine-1-1,26432,26991,560,0.7533316928963382,84.75247524752476,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows some variation, but most channel values remain within the y=[0,1] range, ","Ch29 significantly exceeds the y=1.0 line, reaching approximately y=1.5, indicating a level shift. T","The anomaly score is elevated, and Ch29 shows a clear exceedance not present in training, suggesting an anomaly despite "
1,machine-1-1,27440,27663,224,0.7272306906565724,67.92079207920793,LOW,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be normal as the anomaly percentile is only modestly elevated at the 68th,"Channels Ch8 and Ch13 show significant exceedance above the orange y=1.0 line, reaching approximatel","Despite the low prior strength, the clear and significant exceedance in Ch8 and Ch13, absent in training, strongly indic"
1,machine-1-1,27944,28335,392,0.720010064602819,64.95049504950495,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal variation. The ","Ch29 exceeds the y=1.0 line, reaching approximately y=1.7, indicating a level shift. This exceedance","Given the low prior and modest anomaly percentile, the evidence for normal variation is roughly balanced with the anomal"
1,machine-1-2,1064,1231,168,0.8857171228986903,57.85714285714286,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values for most channels within the normal range (y=[0,1]). The exceedanc","Ch31 exceeds the normal range, reaching approximately y=1.5, indicating a level shift. This exceedan","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-2,4480,4815,336,0.9370640993983017,97.61904761904762,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the exceedances are within the range of normal va,"Channels Ch17, Ch8, and Ch31 show significant exceedances above the training maximum, with values re","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-2,5376,8063,2688,0.9194240439501994,99.52380952380952,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the exceedances are within the range of variation,"Channels 17, 31, and 35 show values significantly above the y=1.0 line, reaching approximately 1.5 t","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-2,8232,8623,392,0.9040741156529415,82.38095238095238,MOD,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows most channel values within the y=[0,1] range, indicating normal variation","Channels Ch17 and Ch31 exceed the y=1.0 line significantly, with Ch17 reaching approximately y=2.5 a","Despite a moderate prior, the visual evidence shows clear exceedances in Ch17 and Ch31, which are absent in the training"
1,machine-1-2,8848,8959,112,0.8852582937659309,52.85714285714286,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. The ","Channels Ch8 and Ch31 exceed the y=1.0 line significantly, with Ch8 reaching approximately y=1.7 and","Given the low prior strength and modest anomaly percentile, the evidence for normal variation is roughly balanced with t"
1,machine-1-2,9744,9799,56,0.8798876182492056,54.285714285714285,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values for most channels within the y=[0,1] range, indicating normal oper","Channel Ch35 exceeds the y=1.0 line, reaching approximately y=1.2, indicating a level shift. This ex","Given the low prior and modest anomaly percentile, the evidence for normal variation is roughly balanced with the anomal"
1,machine-1-2,9856,9967,112,0.8829098256335962,54.285714285714285,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values within the y=[0,1] range for most channels, indicating normal vari","Ch34 exceeds the y=1.0 line significantly, reaching approximately y=2.5, indicating a level shift or","Given the low prior and modest anomaly percentile, the evidence is balanced; the normal hypothesis is slightly favored d"
1,machine-1-2,10640,10751,112,0.8795325384178517,47.38095238095238,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch8 exceeds the y=1.0 line, reaching approximately y=1.2, indicating a level shift. This exceedance ","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-2,11144,11535,392,0.9075311442547909,86.66666666666667,MOD,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows most channel values within the normal range (y=[0,1]), except for Ch31. T","Ch31 exceeds the normal range significantly, reaching approximately y=2.5, indicating a level shift ","The anomaly hypothesis is clearly stronger due to the significant exceedance in Ch31, which is not present in the traini"
1,machine-1-2,12432,13047,616,0.9388438262768367,96.19047619047619,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows values for Ch0 and Ch1 within the normal range (y=[0,1]). The exceedance ","Channels Ch17 and Ch31 exceed the normal range significantly, with Ch17 reaching approximately y=2.0","Given the high anomaly percentile and significant exceedance in Ch17 and Ch31, the evidence strongly supports an anomaly"
1,machine-1-2,13160,13607,448,0.8968264279208774,75.47619047619048,LOW,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows values mostly within the normal range, with some variation that could be ","Channels Ch8 and Ch31 exceed the normal range significantly, with Ch8 reaching approximately 2.0 and","Despite the low prior, the significant exceedance in Ch8 and Ch31, absent in training, clearly indicates an anomaly."
1,machine-1-2,13720,13831,112,0.8819705189698002,52.38095238095239,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Channels Ch34 and Ch35 exceed the y=1.0 line significantly, with Ch34 reaching approximately 2.5 and","Given the low prior strength and modest anomaly score, the evidence for normal variation is roughly balanced with the an"
1,machine-1-2,14112,14391,280,0.8865923478196615,62.38095238095238,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the normal range (y=[0,1]) for Ch0, Ch31, and Ch1. T","Ch8 exceeds the normal range significantly, reaching approximately 1.2x the training maximum. This i","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-2,14448,14783,336,0.8952270555031085,72.14285714285714,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal variation. The ","Ch31 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating a level shift no","With a low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hypoth"
1,machine-1-2,15400,16071,672,0.9307166068832241,98.80952380952381,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the exceedances are minor and within the range of,"Channels 29 and 31 show significant exceedances above the orange line, with Ch29 reaching approximat","Given the high anomaly percentile and significant exceedances in Ch29 and Ch31, the evidence strongly supports an anomal"
1,machine-1-2,16856,17135,280,0.9150432093840745,85.47619047619047,MOD,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the orange y=1.0 line, indicating no values surpass the confirmed normal range. T","The anomaly score is elevated but not extreme, and visual evidence shows all channels within normal limits, strongly sup"
1,machine-1-2,17584,17807,224,0.8882996490591751,62.142857142857146,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch11 exceeds the y=1.0 line significantly, reaching approximately y=1.3, indicating an amplitude spi","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-2,18368,19095,728,0.9199962997270988,93.0952380952381,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the observed values are within the y=[0,1] range.","Channels Ch31 and Ch17 exceed the y=1.0 line significantly, with Ch31 reaching approximately y=2.5 a","Given the high prior strength and clear exceedance of normal operating range in Ch31 and Ch17, the evidence strongly sup"
1,machine-1-2,19152,19487,336,0.9018908667749899,80.0,LOW,NORMAL,3,False,False,FP,strong,weak,"All candidate channel values are within the y=[0,1] range, indicating they are within the machine's ","No channels in the candidate window exceed the orange y=1.0 line, so there is no evidence of level s","Given the low prior strength and absence of any channel exceeding the normal range, the evidence strongly supports the n"
1,machine-1-2,19768,20999,1232,0.9090981169820019,94.76190476190476,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the variations seen are within the expected range,"Channels Ch29 and Ch31 show values well above the y=1.0 line, with Ch29 reaching approximately y=2.0","Given the high anomaly percentile and clear exceedance of normal operating range in Ch29 and Ch31, the evidence strongly"
1,machine-1-2,21224,21447,224,0.8843584034028191,58.57142857142858,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values within the y=[0,1] range for most channels, indicating normal vari","Ch31 exceeds the y=1.0 line significantly, reaching approximately y=2.5, indicating a level shift or","Given the low prior strength and the modest anomaly percentile, the evidence for normal variation is roughly balanced wi"
1,machine-1-2,21728,22511,784,0.9438378167735417,100.0,HIGH,NORMAL,3,False,True,TP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels in the candidate window exceed the orange y=1.0 line, indicating no values surpass the c","Despite the high anomaly percentile, all channel values remain within the normal range, and no exceedance is observed, s"
1,machine-1-2,22568,23071,504,0.9042839562444727,85.0,MOD,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no instances of level shift, divergence, amplitude s","Given the moderate prior and the fact that all channel values remain within the normal range, the evidence strongly supp"
1,machine-1-2,23352,23687,336,0.8874614060135086,65.47619047619048,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch34 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating an amplitude spi","With a low prior and modest anomaly score, the evidence is balanced; the exceedance in Ch34 is not clearly stronger than"
2,machine-1-2,23093,23316,224,0.8610179677288524,63.095238095238095,,NORMAL,1,False,True,TP,,,,,"With a low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hypoth"
1,machine-1-5,2632,2799,168,0.7329097579621111,66.42857142857143,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the normal range, with only modest elevation in anom","Channels 29 and 12 exceed the y=1.0 line significantly, with Ch29 reaching approximately y=1.2 and C","Given the low prior strength and modest anomaly percentile, the evidence is balanced, leading to a normal verdict."
1,machine-1-5,2912,2967,56,0.7189093143412508,55.23809523809524,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the normal range, with only Ch12 exceeding the train","Ch12 exceeds the training maximum significantly, reaching approximately 1.2x the normal range, indic","Given the low prior strength and modest anomaly percentile, the evidence is roughly balanced, leading to a normal verdic"
1,machine-1-5,3304,3359,56,0.7199163403318997,40.23809523809524,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch12 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating a level shift. T","With a low prior and modest anomaly score, the evidence is balanced; the normal hypothesis is slightly favored due to th"
1,machine-1-5,7056,7503,448,0.7342368923492236,77.38095238095238,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Channels Ch29 and Ch12 exceed the y=1.0 line significantly, reaching approximately y=2.0, indicating","Given the low prior strength and modest anomaly percentile, the evidence for normal variation is roughly balanced with t"
1,machine-1-5,8400,8567,168,0.7269003334196333,59.523809523809526,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows most channel values within the normal range (y=[0,1]), except for Ch29. T","Ch29 exceeds the normal range significantly, reaching approximately y=1.4, indicating a level shift.","Given the low prior strength and modest anomaly score, the evidence for an anomaly is not clearly stronger than the norm"
1,machine-1-5,10304,10807,504,0.7961454553898261,97.14285714285714,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the channel values remain within the y=[0,1] rang","Channels Ch0, Ch1, Ch2, and Ch3 all exceed the y=1.0 line significantly, reaching approximately y=10","Given the high prior and clear exceedance of normal range in all channels, the evidence strongly supports an anomaly."
1,machine-1-5,10976,11143,168,0.7268101732585931,61.66666666666667,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch12 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating a level shift. T","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-5,11592,11983,392,0.7550181477167874,90.95238095238095,MOD,NORMAL,2,False,True,TP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch14 exceeds the y=1.0 line, reaching approximately 1.1, indicating a level shift. This exceedance i","With a moderate prior and the candidate's values mostly within normal range, the evidence leans slightly towards normal "
1,machine-1-5,12208,12263,56,0.7174300166279443,48.095238095238095,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the normal range, with only Ch12 exceeding the y=1.0","Ch12 shows values significantly above the y=1.0 line, reaching approximately y=1.2, indicating an am","With a low prior and modest anomaly percentile, the evidence for normal variation is roughly balanced with the anomaly e"
1,machine-1-5,12544,12991,448,0.8582551753176041,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the channel values were within the y=[0,1] range.","Channels Ch0, Ch1, Ch2, and Ch3 all exceed the y=1.0 line significantly, reaching approximately y=10","Given the high anomaly percentile and significant exceedance of all channels beyond the training maximum, the evidence s"
1,machine-1-5,13104,15959,2856,0.7698282266080202,99.52380952380952,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the channel values remain within the y=[0,1] rang","Channels Ch0 and Ch10 show values significantly above the y=1.0 line, reaching approximately y=10.0,","Given the high prior strength and clear visual evidence of exceedance in Ch0 and Ch10, the anomaly hypothesis is clearly"
1,machine-1-5,16296,16631,336,0.7476218573801875,85.23809523809524,MOD,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal if the exceedances are minor and within the range of,"Channels 10, 9, and 12 show significant exceedances above the training maximum, reaching approximate","The anomaly hypothesis is clearly stronger due to significant exceedances in multiple channels, which are absent in the "
1,machine-1-5,16744,17247,504,0.7235449565264687,67.61904761904762,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, similar to the normal var","Channels 10, 12, and 9 exceed the y=1.0 line, with Ch12 reaching approximately y=1.5, indicating a l","With a low prior and modest anomaly percentile, the evidence for normal variation is roughly balanced with the anomaly h"
1,machine-1-5,17808,18087,280,0.730607363050777,71.9047619047619,LOW,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal as the anomaly percentile is only modestly elevated ,"Channels 12, 9, and 10 show values significantly above the orange y=1.0 line, reaching approximately","Despite the low prior strength, the visual evidence of significant exceedance in multiple channels clearly indicates an "
1,machine-1-5,18256,18815,560,0.7284185288420927,70.95238095238095,LOW,ANOMALY,3,True,False,FP,weak,strong,The candidate window could be considered normal as the anomaly percentile is only modestly elevated ,"Channels 9, 12, and 10 show values significantly above the orange y=1.0 line, reaching approximately","Despite the low prior strength, the visual evidence of significant exceedance in multiple channels clearly indicates an "
1,machine-1-5,19040,21615,2576,0.7608435769913174,99.04761904761905,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed values are within the expected range,"Channels Ch0 and Ch9 show significant exceedance above the training maximum, reaching approximately ","Given the high prior and clear exceedance of Ch0 and Ch9 beyond the training maximum, the evidence strongly supports an "
1,machine-1-5,21896,22287,392,0.7785069377467349,93.80952380952381,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed exceedances are within the range of ,"Channels Ch9, Ch10, and Ch12 show values above the orange y=1.0 line, with Ch9 reaching approximatel","Given the high prior strength and clear exceedance of normal operating ranges in multiple channels, the evidence strongl"
1,machine-1-5,22400,22623,224,0.7302332223750414,68.57142857142857,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal variation. The ","Ch12 exceeds the y=1.0 line significantly, reaching approximately y=1.2, indicating an amplitude spi","With a low prior and modest anomaly score, the evidence is balanced; the normal hypothesis is slightly favored due to th"
1,machine-1-5,23016,23295,280,0.7261998668915237,63.33333333333333,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal variation. The ","Channels Ch12, Ch9, and Ch10 exceed the y=1.0 line, reaching approximately y=1.2, indicating a level","Given the low prior and modest anomaly score, the evidence for normal variation is roughly balanced with the anomaly hyp"
1,machine-1-5,23352,23407,56,0.7197323375471515,57.14285714285714,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values within the y=[0,1] range for most channels, except for Ch9. The ex","Ch9 shows values significantly above the y=1.0 line, reaching approximately 2.0, indicating a level ","With a low prior and modest anomaly percentile, the evidence is balanced; Ch9's exceedance is notable but not clearly st"
1,machine-1-5,23520,23687,168,0.7230577746016161,57.38095238095238,LOW,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window could be normal as most channel values are within the y=[0,1] range, except for","Channels 9 and 10 show values significantly above the orange y=1.0 line, reaching approximately y=2.","Despite the low prior, the clear exceedance in Channels 9 and 10, absent in training data, strongly supports the anomaly"
