case_id,case_type,ground_truth_label,model_answer,model_confidence,model_reason,parse_status
H1b_008,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_009,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_010,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_011,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_012,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_013,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_014,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_015,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_016,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_017,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_018,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_019,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_020,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_021,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_022,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_023,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_024,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_025,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any visible anomalies.,OK
H1b_026,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_027,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_028,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior without any sudden deviations or anomalies.,OK
H1b_029,H1b,maintained,maintained,0.95,Both channels exhibit consistent periodic behavior throughout the interval without any visible anomalies.,OK
H1c_000,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_001,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_002,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_003,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_004,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_005,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_006,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_007,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_008,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_009,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_010,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_011,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_012,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_013,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_014,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_015,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns with no visible anomalies.,OK
H1c_016,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_017,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_018,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_019,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_020,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_021,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_022,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_023,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_024,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_025,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_026,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns with no visible anomalies.,OK
H1c_027,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1c_028,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns with no visible anomalies.,OK
H1c_029,H1c,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_000,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_001,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_002,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_003,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_004,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_005,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_006,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_007,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_008,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_009,H1d,maintained,maintained,0.95,Both channels exhibit regular sinusoidal patterns without any visible anomalies.,OK
H1d_010,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_011,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_012,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_013,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_014,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_015,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_016,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_017,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_018,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any abrupt changes or deviations.,OK
H1d_019,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_020,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_021,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any abrupt changes or deviations.,OK
H1d_022,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any abrupt changes or deviations.,OK
H1d_023,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any abrupt changes or deviations.,OK
H1d_024,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_025,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H1d_026,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns with no visible anomalies.,OK
H1d_027,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_028,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any visible anomalies.,OK
H1d_029,H1d,maintained,maintained,0.95,Both channels exhibit consistent sinusoidal patterns without any noticeable anomalies.,OK
H2_000,H2,maintained,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H2_001,H2,maintained,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H2_002,H2,maintained,broken,0.95,"Channel B shows significant deviations from Channel A between time steps 100 and 200, indicating anomalous behavior.",OK
H2_003,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_004,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_005,H2,maintained,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H2_006,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_007,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_008,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_009,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_010,H2,maintained,maintained,0.95,Both channels follow a similar pattern with no significant deviations from each other.,OK
H2_011,H2,maintained,maintained,0.95,Both channels follow a similar pattern with no significant deviations from each other.,OK
H2_012,H2,maintained,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H2_013,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_014,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_015,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_016,H2,maintained,broken,0.95,"There is a noticeable divergence between Channel A and Channel B around the time step 150, where Channel B shows significant fluctuations not present in Channel A.",OK
H2_017,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_018,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_019,H2,maintained,broken,0.95,There is a noticeable divergence between Channel A and Channel B around the interval from time step 100 to 200.,OK
H2_020,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_021,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_022,H2,maintained,maintained,0.95,Both channels follow a similar pattern throughout the interval with no significant deviations.,OK
H2_023,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_024,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 100 and 200.,OK
H2_025,H2,maintained,broken,0.95,"Channel B shows significant deviations from Channel A between time steps 100 and 200, indicating an anomaly.",OK
H2_026,H2,maintained,maintained,0.95,Both channels follow a similar pattern throughout the interval with no significant deviations.,OK
H2_027,H2,maintained,broken,0.95,Channel B shows increased volatility and deviation from Channel A between time steps 100 and 200.,OK
H2_028,H2,maintained,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H2_029,H2,maintained,broken,0.95,Channel B shows significant deviations from Channel A between time steps 50 and 150.,OK
H3_000,H3,broken,broken,0.95,Channel B diverges significantly from Channel A between time steps 100 and 200.,OK
H3_001,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_002,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_003,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after time step 150, indicating an anomaly.",OK
H3_004,H3,broken,broken,0.95,"Channel B deviates significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_005,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_006,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after time step 100, indicating an anomaly.",OK
H3_007,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after time step 100, indicating an anomaly.",OK
H3_008,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_009,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_010,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_011,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after the 100th time step, indicating an anomaly.",OK
H3_012,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_013,H3,broken,maintained,0.95,Both channels exhibit similar periodic behavior with no significant deviations from each other.,OK
H3_014,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after time step 150, indicating an anomaly.",OK
H3_015,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_016,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 100, indicating an anomaly.",OK
H3_017,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_018,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_019,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after the midpoint, indicating an anomaly.",OK
H3_020,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after the first cycle, indicating an anomaly.",OK
H3_021,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_022,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after the midpoint, indicating an anomaly.",OK
H3_023,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 100, indicating an anomaly.",OK
H3_024,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H3_025,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_026,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after the midpoint, indicating an anomaly.",OK
H3_027,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after time step 100, indicating an anomaly.",OK
H3_028,H3,broken,broken,0.95,"Channel A and Channel B diverge significantly after the midpoint, indicating an anomaly.",OK
H3_029,H3,broken,broken,0.95,"Channel B diverges significantly from Channel A after time step 150, indicating an anomaly.",OK
H4_000,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_001,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_002,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_003,H4,broken,broken,0.95,Channel B shows a significant deviation from Channel A around the time step 200.,OK
H4_004,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_005,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_006,H4,broken,maintained,0.95,Both channels exhibit similar periodic behavior with no significant deviations from each other.,OK
H4_007,H4,broken,broken,0.95,Channel B shows a significant deviation from Channel A between time steps 150 and 200.,OK
H4_008,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_009,H4,broken,broken,0.95,"Channel B shows a significant deviation from Channel A around the 200 time step, indicating an anomaly.",OK
H4_010,H4,broken,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H4_011,H4,broken,broken,0.95,Channel B shows a significant deviation from Channel A between time steps 100 and 200.,OK
H4_012,H4,broken,maintained,0.95,Both channels exhibit similar sinusoidal patterns with no significant deviations from each other.,OK
H4_013,H4,broken,broken,0.95,Channel A and Channel B diverge significantly between time steps 100 and 200.,OK
H4_014,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_015,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 200 and 250.,OK
H4_016,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_017,H4,broken,maintained,0.95,Both channels exhibit similar periodic behavior without significant deviations from each other.,OK
H4_018,H4,broken,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H4_019,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_020,H4,broken,maintained,0.95,"Both channels follow a similar sinusoidal pattern with minor deviations, indicating normal behavior.",OK
H4_021,H4,broken,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H4_022,H4,broken,broken,0.95,Channel B shows a significant deviation from Channel A between time steps 150 and 200.,OK
H4_023,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_024,H4,broken,broken,0.95,Channel B shows a significant deviation from Channel A around the time step 200.,OK
H4_025,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 150 and 250.,OK
H4_026,H4,broken,broken,0.95,Channel B deviates significantly from Channel A between time steps 100 and 200.,OK
H4_027,H4,broken,maintained,0.95,Both channels exhibit similar periodic behavior with no significant deviations from each other.,OK
H4_028,H4,broken,maintained,0.95,Both channels follow a similar sinusoidal pattern with no significant deviations from each other.,OK
H4_029,H4,broken,broken,0.95,"Channel B shows a significant spike around time step 200, deviating from its usual pattern and from Channel A.",OK
