ds,sig,cs,ce,pct,z_global,z_local,verdict,conf,keep,is_tp,flag,reason
MSL,P-11,5040,5431,100.0,-6.437316464718476,-6.638803474791388,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by extreme z-scores.
MSL,P-11,5600,5991,99.23664122137404,-14.188537776193904,-15.04692908370611,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
MSL,P-11,6160,6439,94.65648854961832,-1.4759194583036375,-1.2569355665857207,NORMAL,2,False,False,FP,No clear shift in level or pattern in Panel 2.
MSL,P-11,7056,7447,95.41984732824427,-4.718134711332868,-8.479648029126356,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by extreme z-scores.
MSL,P-14,7224,8399,100.0,-474.2086517370873,-2163.9635136547804,ANOMALY,3,True,True,TP,Clear shift in level confirmed by extreme z-scores and visual evidence.
MSL,P-14,8736,8959,91.0828025477707,-412.0547647578172,-2.1895845680934465,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
MSL,T-12,1008,1343,100.0,3.9358682848412823,9.696870934879414,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +9.7σ vs-before z-score.
MSL,T-12,1680,1903,96.66666666666667,4.0032577055886245,6.529887086196749,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +6.5σ deviation.
MSL,T-12,2968,3247,93.33333333333333,-2.8159012389970175,-6.7151454500197385,ANOMALY,3,True,False,FP,Clear shift in level confirmed by -6.7σ deviation in Panel 2.
MSL,T-13,224,503,95.0,-2.006385638372157,1.106844652342916,ANOMALY,3,True,False,FP,Clear shift in level and pattern from before-context in Panel 2.
MSL,T-13,952,1343,100.0,-2.847850925394758,-28.702039203671692,ANOMALY,3,True,False,FP,Clear shift in level confirmed by extreme vs-before z-score.
MSL,T-8,1512,2127,100.0,10.098180839880111,10.607971944737562,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_cpu_utilization_24ae8d,2632,2855,91.30434782608695,898.4339999999992,14.134286515831729,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
NAB,ec2_cpu_utilization_24ae8d,3416,4031,100.0,1490.6449999999986,22.36633663813777,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal baseline.
NAB,ec2_cpu_utilization_53ea38,1288,1791,100.0,12.028583333333323,8.853159900977104,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_cpu_utilization_53ea38,2576,2855,92.7536231884058,11.241666666666656,7.361805302111348,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_cpu_utilization_5f5533,1120,1399,92.7536231884058,4.336438970120796,4.047020980776639,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +4.0σ vs-before z-score.
NAB,ec2_cpu_utilization_5f5533,2744,3191,100.0,5.630552765416413,8.566046759593997,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from baseline.
NAB,ec2_cpu_utilization_77c1ca,1288,2015,100.0,33579.982500000086,5291.710998370473,ANOMALY,3,True,True,TP,Extreme shift in level confirmed by +5291.7σ deviation in Panel 2.
NAB,ec2_cpu_utilization_77c1ca,3136,3359,92.7536231884058,33591.44900000009,6435.744537676212,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from normal in Panel 2 and 3.
NAB,ec2_cpu_utilization_825cc2,1512,2071,100.0,-17.01914237899075,-53.520106910299035,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by extreme z-scores.
NAB,ec2_cpu_utilization_ac20cd,336,671,95.65217391304348,-16.83271135646687,-18.53269005623175,ANOMALY,3,True,False,FP,Clear shift in level confirmed by extreme z-scores and visual evidence.
NAB,ec2_cpu_utilization_ac20cd,3360,3751,100.0,34.91335410094635,34.94195884982049,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal baseline.
NAB,ec2_cpu_utilization_fe7f93,0,223,92.53731343283582,77.76441778523488,6.56023819093822,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
NAB,ec2_cpu_utilization_fe7f93,672,951,95.52238805970148,79.43708724832211,183.18311716072287,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_cpu_utilization_fe7f93,2800,3191,100.0,77.26646476510066,119.62358935547711,ANOMALY,3,True,False,FP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_disk_write_bytes_1ef3de,448,727,92.5925925925926,6.000800313503549,1710710000000.0,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by extreme z-scores.
NAB,ec2_disk_write_bytes_1ef3de,2408,2799,100.0,15.749491908967727,4489870000000.0,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal.
NAB,ec2_disk_write_bytes_1ef3de,3136,3359,93.82716049382715,15.843746051647573,11.484679104057905,ANOMALY,3,True,False,FP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_disk_write_bytes_1ef3de,4424,4703,95.06172839506173,19.203606322694743,2103.0633915778426,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from normal.
NAB,ec2_disk_write_bytes_c0d644,1624,2015,100.0,9.573205085994088,13.57663229161594,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,ec2_disk_write_bytes_c0d644,2576,2855,97.10144927536231,9.705058180630505,5.757715091365441,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
NAB,ec2_disk_write_bytes_c0d644,3080,3303,91.30434782608695,9.34527805705618,6579460000000.0,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from baseline.
NAB,ec2_network_in_257a54,1400,1959,100.0,9428.746733281958,220.14458832730676,ANOMALY,3,True,True,TP,Extreme deviation confirmed by +220.1σ shift in Panel 2.
NAB,ec2_network_in_5abac7,448,783,97.53086419753086,134055.63841666665,197931.08955622884,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from normal baseline.
NAB,ec2_network_in_5abac7,2408,2799,100.0,166902.76644696968,242594.9265894408,ANOMALY,3,True,True,TP,Extreme deviation confirmed by visual shift and statistical evidence.
NAB,ec2_network_in_5abac7,4424,4703,95.06172839506173,208590.95432575754,219.64676527222275,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from normal.
NAB,elb_request_count_8c0756,560,839,94.20289855072464,6.422,5.392603106970976,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +5.4σ vs-before z-score.
NAB,elb_request_count_8c0756,3472,3919,100.0,11.646999999999998,10.395132491867027,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
NAB,grok_asg_anomaly,1120,1567,96.20253164556962,-2.9085826244536825,-7.286376879822355,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by -7.3σ deviation.
NAB,grok_asg_anomaly,3584,3919,100.0,-9.618782709732436,-19.62012075397956,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by extreme z-scores.
NAB,iio_us-east-1_i-a2eb1cd9_NetworkIn,0,279,100.0,48.51101890931939,5.7306067084953725,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
NAB,rds_cpu_utilization_cc0c53,2800,3359,100.0,63.334220935960495,55.99708093680551,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal baseline.
NAB,rds_cpu_utilization_e47b3b,728,1119,100.0,7.154768427187949,132.41888459970642,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal in Panel 2.
NAB,rds_cpu_utilization_e47b3b,2408,2687,94.20289855072464,1.529902932209469,20.22408668159217,ANOMALY,3,True,True,TP,Clear shift in level confirmed by +20.2σ vs-before z-score.
NAB,rds_cpu_utilization_e47b3b,3472,3695,91.30434782608695,1.6632666786226684,3.1869648817320835,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.2σ vs-before z-score.
SMAP,D-1,56,447,93.46733668341709,-3.372500000000002,-3.2839243486051846,ANOMALY,3,True,False,FP,Clear shift in level and severe deviation from global and local means.
SMAP,D-1,1680,1959,91.95979899497488,-2.6980843125000016,-2.746204975194779,ANOMALY,3,True,False,FP,Clear shift in level confirmed by -2.7σ deviation in Panel 2.
SMAP,D-1,7952,8903,100.0,22.258499999999998,31.415643437789882,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from normal.
SMAP,E-1,1232,1567,94.5,2.475171811044597,1.8415613126761323,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.5σ global deviation.
SMAP,E-1,2632,2855,90.5,2.475171811044597,2.592708127928465,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.6σ deviation.
SMAP,E-1,8232,8903,100.0,2.475171811044597,2.542590871169221,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +2.5σ deviation.
SMAP,E-1,10640,11199,96.0,2.475171811044597,2.323470051784327,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.3σ deviation.
SMAP,E-2,56,391,94.0,4.082262842849665,2.621970078122195,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +4.1σ global deviation.
SMAP,E-2,784,1063,93.5,4.082262842849665,1.9137433769115857,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +4.1σ global deviation.
SMAP,E-2,1344,1567,91.0,4.082262842849665,2.0311257140548378,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +4.1σ deviation.
SMAP,E-2,2464,2911,97.5,4.354937661627636,3.2620502335892003,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.3σ vs-before context.
SMAP,E-2,8288,8959,100.0,4.626573877259925,4.320448161616977,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by severe z-scores.
SMAP,E-3,280,559,91.3265306122449,-11.432498160518202,-0.874284084700722,ANOMALY,3,True,False,FP,Extreme deviation from global normal confirmed by visual shift in Panel 2.
SMAP,E-3,2632,3079,98.9795918367347,-15.99975277053558,-4.420847270184032,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,E-3,8288,8679,100.0,-14.885799655414575,-35.20313745396572,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from baseline.
SMAP,E-3,9352,10023,98.46938775510205,-15.44135475947941,-0.7386905810666865,ANOMALY,3,True,True,TP,Extreme deviation from global normal confirmed by visual shift in Panel 2.
SMAP,E-4,56,335,93.4010152284264,2.8926279795310834,3.055335725515451,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.1σ deviation.
SMAP,E-4,784,1063,93.90862944162437,3.322113663941847,2.34571426055002,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.3σ deviation.
SMAP,E-4,1344,1567,90.35532994923858,3.0576155847126527,2.6421433847624307,ANOMALY,3,True,False,FP,Clear shift in level and variance confirmed by +3.1σ global deviation.
SMAP,E-4,2464,2855,98.47715736040608,3.454629558049725,3.7703269197127156,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.8σ deviation.
SMAP,E-4,8344,8791,100.0,3.1955417609664116,3.398186188233633,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +3.4σ deviation.
SMAP,E-4,9184,9463,91.37055837563452,-2.767282215112686,-1.8143881947838552,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by -2.8σ global deviation.
SMAP,E-4,10528,10919,97.46192893401016,2.9484460847461715,2.7392371425106417,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +2.9σ deviation.
SMAP,E-5,56,391,94.38775510204081,3.9464263861486315,2.0813993669557633,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.9σ global deviation.
SMAP,E-5,1232,1623,96.42857142857143,3.9464263861486315,1.8415613126761325,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by high z-scores.
SMAP,E-5,2576,3079,98.9795918367347,3.9464263861486315,2.5425908711692213,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by high z-scores.
SMAP,E-5,8288,8735,100.0,3.9464263861486315,4.538470068517995,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +4.5σ deviation.
SMAP,E-5,10584,10863,92.3469387755102,1.9732131930743158,1.8650279181805685,ANOMALY,3,True,False,FP,Clear shift in level and pattern in Panel 2.
SMAP,E-6,1288,1623,94.89795918367348,2.681430496050924,2.1220182006172856,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.7σ deviation.
SMAP,E-6,2688,2967,94.38775510204081,2.681430496050924,3.262934756172199,ANOMALY,3,True,False,FP,Clear shift in level confirmed by +3.3σ vs-before z-score.
SMAP,E-6,4536,4871,92.85714285714286,2.68143049605085,3.3327988082272153,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.3σ deviation.
SMAP,E-6,8120,8847,100.0,-664.9947630206117,-660.7945990154764,ANOMALY,3,True,True,TP,Extreme deviation confirmed by visual shift and statistical evidence.
SMAP,E-6,10752,11087,95.40816326530613,2.68143049605085,3.060137200148882,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.1σ deviation.
SMAP,E-7,4760,5207,94.3298969072165,2.3832333333333295,2.669928080675674,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.7σ vs-before z-score.
SMAP,E-7,6216,6495,91.75257731958763,2.428199999999996,2.6540770987121003,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.7σ deviation.
SMAP,E-7,7952,8847,100.0,37.50219999999994,48.547813967613955,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by extreme z-scores.
SMAP,F-1,0,559,96.51741293532339,55.55718067460427,5.774175902138713,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,896,1175,91.04477611940298,40.36075909205525,4.166296519668078,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,3920,4311,99.00497512437812,55.55718067460427,6.1575690082524845,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,8064,8511,100.0,41.381599899379445,4.602507668684044,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,10192,10583,94.02985074626866,51.634557313485615,5.311634347432882,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from global and local norms.
SMAP,F-2,8456,8679,90.5940594059406,91.9972926199718,9.135867503960165,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,F-2,9408,10247,100.0,140.03000049233847,12.722926950399225,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation confirmed in Panel 2.
SMAP,F-2,10808,11423,95.04950495049505,103.97907005160961,549.3223460792357,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
SMAP,F-3,2016,3191,100.0,1.4525630706579369,15.052494138606317,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +15.1σ vs-before z-score.
SMAP,F-3,8232,8735,97.97979797979798,0.6762071400026113,13.50472017857102,ANOMALY,3,True,True,TP,Panel 2 shows a clear shift with +13.5σ deviation.
SMAP,P-1,4928,5263,92.5,3.4508048241818443,3.828771641213395,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +3.8σ deviation.
SMAP,P-1,6272,6663,98.0,3.372499022630502,2.1800759878161555,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +3.4σ global deviation.
SMAP,P-1,7000,7727,100.0,3.5237718425941957,3.138888041797779,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +3.5σ global z-score.
SMAP,P-1,9632,10023,96.0,3.6091965429279247,4.156343428580011,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +4.2σ deviation.
SMAP,T-1,2576,3023,96.03960396039604,-5.7738191790389335,-2.691332936538072,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from global normal.
SMAP,T-1,5264,5599,92.07920792079209,-5.701873791920162,-2.745989865444149,ANOMALY,3,True,True,TP,Clear shift and extreme deviation from global normal in Panel 2 and 3.
SMAP,T-1,6048,6999,100.0,-5.733950705320392,-2.8124445407058154,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
