case_id,case_type,ground_truth_label,model_answer,model_confidence,model_reason,parse_status
C1_020,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C1_021,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly noticeable in the yellow segment, indicating a breakdown in the relationship.",OK
C1_022,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly noticeable in the middle segment where the colors diverge from the main pattern.",OK
C1_023,C1,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C1_024,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly noticeable in the yellow segment, indicating a breakdown in the relationship.",OK
C1_025,C1,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with segments that do not overlap with the main shape, indicating a breakdown in the relationship.",OK
C1_026,C1,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C1_027,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with segments that do not overlap with the main shape, indicating a breakdown in the relationship.",OK
C1_028,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with segments that do not overlap with the main shape, indicating a breakdown in the relationship.",OK
C1_029,C1,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C2_000,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory during the middle interval, where Channel B remains constant while Channel A varies. This indicates a breakdown in the relationship.",OK
C2_001,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, particularly around the middle of the interval where Channel B remains constant while Channel A varies. This indicates a breakdown in the relationship.",OK
C2_002,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant line shape, particularly around the middle of the interval where Channel B remains constant while Channel A varies.",OK
C2_003,C2,broken,broken,0.95,"The phase portrait shows a clear deviation in the trajectory where a segment remains flat, indicating a breakdown in the relationship between Channel A and Channel B during that period.",OK
C2_004,C2,broken,broken,0.95,"The phase portrait shows a clear deviation in the middle segment where Channel B remains constant while Channel A varies, indicating a breakdown in their relationship.",OK
C2_005,C2,broken,broken,0.95,"The phase portrait shows a deviation from the dominant shape, with a segment of the trajectory (around the middle) deviating horizontally, indicating a breakdown in the relationship.",OK
C2_006,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_007,C2,broken,broken,0.95,"In the phase portrait, there is a clear deviation where the trajectory flattens around the zero value of Channel B, indicating a breakdown in the relationship.",OK
C2_008,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory around the middle of the interval, indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_009,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, particularly around the middle of the interval where Channel B remains constant while Channel A varies. This indicates a breakdown in the relationship.",OK
C2_010,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant shape, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_011,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a segment around the middle where Channel B remains constant while Channel A varies, indicating a breakdown in their relationship.",OK
C2_012,C2,broken,broken,0.95,"In the phase portrait, there is a segment where Channel B remains constant while Channel A varies, deviating from the dominant diagonal line pattern.",OK
C2_013,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant shape, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_014,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a horizontal segment indicating a breakdown in the relationship.",OK
C2_015,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant shape, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_016,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_017,C2,broken,broken,0.95,"The phase portrait shows a clear deviation where Channel B remains constant while Channel A varies, indicating a breakdown in their relationship.",OK
C2_018,C2,broken,broken,0.95,"The phase portrait shows a distinct horizontal segment where Channel B remains constant while Channel A varies, indicating a breakdown in their relationship.",OK
C2_019,C2,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly around the middle of the interval where Channel B remains constant while Channel A varies.",OK
C2_020,C2,broken,broken,0.95,"The phase portrait shows a distinct horizontal segment where Channel B remains constant while Channel A varies, indicating a breakdown in their relationship.",OK
C2_021,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory around the middle of the interval, where the trajectory flattens out, indicating a breakdown in the relationship.",OK
C2_022,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_023,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant shape around the middle of the interval, where the trajectory flattens out, indicating a breakdown in the relationship.",OK
C2_024,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, with a horizontal segment indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_025,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory around the middle of the interval, where the trajectory flattens out. This indicates a breakdown in the relationship between Channel A and Channel B.",OK
C2_026,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, particularly around the middle of the interval where Channel B remains constant while Channel A varies.",OK
C2_027,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory around the middle of the interval, indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_028,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory around the middle of the interval, where the trajectory flattens out, indicating a breakdown in the relationship between Channel A and Channel B.",OK
C2_029,C2,broken,broken,0.95,"The phase portrait shows a clear deviation from the dominant linear trajectory, particularly around the middle of the interval, indicating a breakdown in the relationship.",OK
C3_000,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear relationship between Channel A and Channel B throughout the entire interval, with no visible deviations in the trajectory.",OK
C3_001,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_002,C3,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C3_003,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with all colors overlapping, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_004,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_005,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_006,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_007,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_008,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear relationship between Channel A and Channel B throughout the interval, with no visible deviations from the dominant shape.",OK
C3_009,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_010,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_011,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_012,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_013,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_014,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations throughout the time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_015,C3,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C3_016,C3,broken,broken,0.85,"The phase portrait shows a deviation from the dominant shape, with segments of different colors not overlapping consistently, indicating a breakdown in the relationship.",OK
C3_017,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_018,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_019,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_020,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no visible deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_021,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_022,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_023,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_024,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_025,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with all colors overlapping, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_026,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the color spectrum, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_027,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C3_028,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C3_029,C3,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C4_000,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_001,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments forming a loop that diverges from the main trajectory, indicating a breakdown in the relationship.",OK
C4_002,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming distinct loops and orientations, indicating a breakdown in the relationship.",OK
C4_003,C4,broken,broken,0.95,"The phase portrait shows a deviation from the dominant shape, with a segment of the trajectory visibly sticking out, indicating a breakdown in the relationship.",OK
C4_004,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_005,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_006,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_007,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_008,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C4_009,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming distinct loops and paths, indicating a breakdown in the relationship.",OK
C4_010,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming a loop that diverges from the main trajectory.",OK
C4_011,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C4_012,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments forming a loop that diverges from the main trajectory, indicating a breakdown in the relationship.",OK
C4_013,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming distinct loops, indicating a breakdown in the relationship.",OK
C4_014,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_015,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C4_016,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_017,C4,broken,broken,0.95,"The phase portrait shows a deviation from the dominant loop shape, particularly with the yellow segment, indicating a breakdown in the relationship.",OK
C4_018,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C4_019,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming distinct loops, indicating a breakdown in the relationship.",OK
C4_020,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_021,C4,broken,broken,0.95,"The phase portrait shows a deviation from the dominant shape, with segments of different colors not overlapping with the main trajectory, indicating a breakdown in the relationship.",OK
C4_022,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C4_023,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_024,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors forming distinct loops, indicating a breakdown in the relationship.",OK
C4_025,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_026,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_027,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments forming a loop that diverges from the main trajectory, indicating a breakdown in the relationship.",OK
C4_028,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C4_029,C4,broken,broken,0.95,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant loop, indicating a breakdown in the relationship.",OK
C5_000,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_001,C5,broken,broken,0.95,"The phase portrait shows a deviation from the main linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_002,C5,broken,broken,0.95,"The phase portrait shows a deviation from the main linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_003,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_004,C5,broken,broken,0.95,"The phase portrait shows a deviation from the main trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_005,C5,broken,broken,0.95,"The phase portrait shows segments that deviate from the main linear trajectory, indicating a breakdown in the relationship at certain points.",OK
C5_006,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_007,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments sticking out, indicating a breakdown in the relationship.",OK
C5_008,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments sticking out, indicating a breakdown in the relationship.",OK
C5_009,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_010,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments sticking out, indicating a breakdown in the relationship.",OK
C5_011,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_012,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_013,C5,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments sticking out, indicating a breakdown in the relationship.",OK
C5_014,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_015,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between the channels throughout the interval.",OK
C5_016,C5,broken,broken,0.9,"The phase portrait shows a deviation from the dominant linear trajectory, particularly noticeable in the middle of the interval, indicating a temporary breakdown in the relationship.",OK
C5_017,C5,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_018,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_019,C5,broken,broken,0.95,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_020,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C5_021,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_022,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_023,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments sticking out, indicating a breakdown in the relationship.",OK
C5_024,C5,broken,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C5_025,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_026,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_027,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some point.",OK
C5_028,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C5_029,C5,broken,broken,0.85,"The phase portrait shows a deviation from the dominant linear trajectory, particularly with some segments diverging from the main line, indicating a breakdown in the relationship.",OK
C6_000,C6,maintained,broken,0.95,"The phase portrait shows segments of different colors deviating from the dominant shape, indicating a breakdown in the relationship between the channels at some points.",OK
