ds,sig,cs,ce,pct,z_global,z_local,verdict,conf,keep,is_tp,flag,reason
SMAP,E-3,168,615,91.3265306122449,-12.192591129415366,-1.2556228466612653,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from global normal.
SMAP,E-3,1400,1735,87.75510204081633,-11.432498160518202,-3.965892609987579,ANOMALY,3,True,False,FP,Clear shift in level confirmed by extreme global and local z-scores.
SMAP,E-3,1904,2239,89.28571428571429,-11.432498160518202,-3.965892609987579,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,E-3,2632,3079,98.9795918367347,-15.99975277053558,-4.420847270184032,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,E-3,8288,8679,100.0,-14.885799655414575,-35.20313745396572,ANOMALY,3,True,True,TP,Clear shift in level confirmed by extreme z-scores in Panel 2.
SMAP,E-3,9352,10079,98.46938775510205,-15.44135475947941,-0.7386905810666865,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,E-4,56,335,93.4010152284264,2.8926279795310834,3.055335725515451,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.1σ vs-before z-score.
SMAP,E-4,728,1567,93.90862944162437,3.454629558049725,2.1852960434250823,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.5σ deviation.
SMAP,E-4,2464,2911,98.47715736040608,3.454629558049725,3.7703269197127156,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.8σ deviation.
SMAP,E-4,7728,8175,88.3248730964467,3.9867555767714333,4.068458511512829,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +4.1σ deviation.
SMAP,E-4,8344,8791,100.0,3.1955417609664116,3.1597749010598437,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +3.2σ deviation.
SMAP,E-4,9128,9463,91.37055837563452,-2.767282215112686,-1.5029114832778558,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by Panel 2 and global deviation.
SMAP,E-4,10528,10975,97.46192893401016,2.9484460847461715,2.7392371425106417,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by high z-scores.
SMAP,E-5,56,447,94.38775510204081,3.9464263861486315,2.0813993669557633,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.9σ global deviation.
SMAP,E-5,840,1063,86.73469387755102,3.9464263861486315,1.7318508306602218,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.9σ global deviation.
SMAP,E-5,1176,1623,96.42857142857143,3.9464263861486315,1.7318508306602218,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.9σ global deviation.
SMAP,E-5,2520,3135,98.9795918367347,3.9464263861486315,2.542590871169221,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by high z-scores.
SMAP,E-5,6496,6775,87.24489795918367,1.9732131930743158,2.1442012051313086,ANOMALY,3,True,False,FP,Clear shift in level and pattern in Panel 2 confirmed by z-scores.
SMAP,E-5,8288,8791,100.0,3.9464263861486315,4.538470068517995,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +4.5σ deviation in Panel 2.
SMAP,E-5,10472,10863,92.3469387755102,1.9732131930743158,1.6719272658691038,NORMAL,2,False,False,FP,"Panel 2 shows continuity with before-context, suggesting noise."
SMAP,E-6,1232,1623,94.89795918367348,2.681430496050924,2.381434581024344,ANOMALY,3,True,False,FP,Clear shift in level confirmed by +2.4σ deviation in Panel 2.
SMAP,E-6,2632,3079,94.38775510204081,2.681430496050924,3.262934756172199,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.3σ vs-before z-score.
SMAP,E-6,4144,4423,88.77551020408163,2.68143049605085,2.714038045029824,ANOMALY,3,True,False,FP,Clear shift in level confirmed by +2.7σ deviation in Panel 2.
SMAP,E-6,4536,4871,92.85714285714286,2.68143049605085,2.714038045029824,ANOMALY,3,True,False,FP,Clear shift in level confirmed by +2.7σ deviation in Panel 2.
SMAP,E-6,8120,8847,100.0,-664.9947630206117,-660.7945990154764,ANOMALY,3,True,True,TP,Extreme deviation confirmed by visual shift in Panel 2.
SMAP,E-6,10416,11087,95.40816326530613,2.68143049605085,2.981766277200208,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.0σ deviation.
SMAP,E-7,4760,5263,94.3298969072165,2.3832333333333295,2.669928080675674,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +2.7σ deviation.
SMAP,E-7,6104,6663,91.75257731958763,2.428199999999996,2.49327109569628,ANOMALY,3,True,False,FP,Clear shift in level and pattern in Panel 2 confirmed by z-scores.
SMAP,E-7,7896,8959,100.0,37.50219999999994,49.858733394771555,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
SMAP,F-1,0,559,96.51741293532339,55.55718067460427,5.774175902138713,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from normal and before context.
SMAP,F-1,728,1287,91.04477611940298,40.61889405854875,3.939951184954903,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,3584,4367,99.00497512437812,55.55718067460427,5.674391082835119,ANOMALY,3,True,False,FP,Clear shift and extreme deviation from normal in Panel 2 and 3.
SMAP,F-1,8064,8567,100.0,41.381599899379445,4.602507668684044,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,F-1,10192,10583,94.02985074626866,51.634557313485615,5.311634347432882,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-2,2352,2743,89.10891089108911,91.80417142206473,5.2423390406660495,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,F-2,8344,9071,90.5940594059406,91.9972926199718,9.106743201758928,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,F-2,9408,10247,100.0,140.03000049233847,12.722926950399225,ANOMALY,3,True,True,TP,Clear shift in level and extreme deviation from global normal.
SMAP,F-2,10808,11479,95.04950495049505,103.97907005160961,549.3223460792357,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by extreme z-scores.
SMAP,F-3,504,895,88.38383838383838,-0.7427801760567501,1.7377880253370583,NORMAL,2,False,False,FP,Panel 2 shows mild shift; deviation likely noise.
SMAP,F-3,1456,1735,86.36363636363636,0.39510089202915344,6.037266364228626,ANOMALY,3,True,False,FP,Clear shift in level confirmed by +6.0σ vs-before context.
SMAP,F-3,2016,3191,100.0,1.4525630706579369,15.052494138606317,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +15.1σ vs-before z-score.
SMAP,F-3,8232,8735,97.97979797979798,0.6762071400026113,13.50472017857102,ANOMALY,3,True,True,TP,Clear shift in level confirmed by +13.5σ vs-before z-score.
SMAP,P-1,224,447,87.5,3.4563930719221005,3.9301469832282185,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.9σ vs-before z-score.
SMAP,P-1,2520,2743,88.0,3.8280979456741293,3.756912525574105,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.8σ deviation.
SMAP,P-1,4928,5263,92.5,3.4508048241818443,3.828771641213395,ANOMALY,3,True,True,TP,Clear shift in level and pattern confirmed by +3.8σ deviation.
SMAP,P-1,5768,5991,87.0,3.198090085694558,2.6172914677642773,ANOMALY,3,True,False,FP,Clear shift in level and variance confirmed by +3.2σ global deviation.
SMAP,P-1,6160,6719,98.0,3.792504146780499,3.172186542003023,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +3.2σ vs-before z-score.
SMAP,P-1,6944,7783,100.0,3.5237718425941957,3.113693888177103,ANOMALY,3,True,True,TP,Clear shift in level and variance confirmed by +3.1σ vs-before z-score.
SMAP,P-1,9632,10023,96.0,3.6091965429279247,4.156343428580011,ANOMALY,3,True,False,FP,Clear shift in level and variance confirmed by +4.2σ deviation.
SMAP,P-1,11144,11367,90.0,3.607417122302838,3.118257337738429,ANOMALY,3,True,False,FP,Clear shift in level and pattern confirmed by +3.6σ deviation.
SMAP,T-1,2520,3079,96.03960396039604,-5.808763395992798,-2.761468521791278,ANOMALY,3,True,False,FP,Clear shift in level and extreme deviation from global normal.
SMAP,T-1,5208,7055,100.0,-5.733950705320392,-2.2099080139702516,ANOMALY,3,True,True,TP,Clear shift and extreme deviation from global normal.
